,,
,,
MU03 starts 28 March 2023,,
"(that was commissioning - plasmas not until May, regular operation with beams not until June)",,
MU03 ends 24 January 2024,,
,,
,,
5/26/2023,,
,48849,DN-750-CD-SS
,48850,DN-750-SX-SS
,48851,DN-750-SX-SS
,48853,DN-750-CD-SS
11/21/2023,,
,48863,DN-750-SX-SS
,48864,DN-750-SX-SS
,48866,DN-750-SX-SS
,48867,DN-750-SX-SS
,48868,DN-750-CD-SS
,48869,DN-750-CD-SS
,48870,DN-750-CD-SS
,48871,DN-750-CD-SS
,48872,DN-750-CD-SS
,48873,DN-750-CD-SS
,48874,DN-750-CD-SS
11/22/2023,,
,48879,DN-750-CD-SS
,48880,DN-750-CD-SS
,48882,DN-750-CD-SS
,48883,DN-750-CD-SS
,48884,DN-450-CD-SS
,48885,DN-450-CD-SS
,48886,DN-750-CD-SS
,48888,DN-750-SX-SS
,48889,DN-750-SX-SS
,48890,DN-750-CD-SS
,48892,DN-750-CD-SS
,48893,DN-750-CD-SS
,48894,DN-750-CD-SS
,48895,DN-750-CD-SS
,48896,DN-750-CD-SS
11/23/2023,,
,48898,DN-750-SX-SS
,48899,DN-750-SX-SS
,48900,DN-750-SX-SS
,48901,DN-750-SX-SS
,48902,DN-750-CD-SS
,48903,DN-750-CD-SS
,48904,DN-750-CD-SS
,48906,DN-750-CD-SS
,48907,DN-750-CD-SS
,48908,DN-750-CD-SS
,48909,DN-750-SX-SS
,48910,DN-750-CD-SS
,48911,DN-750-CD-SS
,48912,DN-750-CD-SS
,48913,DN-750-CD-SS
,48915,DN-750-CD-SS
,48916,DN-750-SX-SS
,48917,DN-750-SX-SS
,48918,DN-750-CD-SS
,48919,DN-750-CD-SS
,48920,DN-750-CD-SS
,48921,DN-750-CD-SS
11/24/2023,,
,48925,DN-750-SX-SS
,48926,DN-750-SX-SS
,48927,DN-750-SX-SS
,48928,DN-750-SX-SS
,48929,DN-750-SX-SS
,48930,DN-750-SX-SS
,48931,DN-750-SX-SS
,48932,DN-750-SX-SS
,48933,DN-750-SX-SS
,48934,DN-750-SX-SS
,48935,DN-750-SX-SS
,48936,DN-750-SX-SS
12/5/2023,,
,49033,DN-750-CD-SW
,49034,DN-750-CD-SW
,49035,DN-750-CD-SW
,49036,DN-750-CD-SW
,49037,DN-750-CD-SW
,49038,DN-750-CD-SW
,49039,DN-750-CD-2B
,49040,DN-750-CD-2B
,49042,DN-750-CD-2B
12/6/2023,,
,49045,DN-750-CD-2B
,49046,DN-750-CD-2B
,49047,DN-750-CD-2B
,49048,DN-750-CD-2B
,49049,DN-750-CD-2B
,49050,DN-750-CD-2B
,49051,DN-750-CD-2B
,49052,LSN-750-SX-2B
,49054,"says LSN-750-SX-2B, but really LSN-750-SX-SW"
,49055,LSN-750-SX-2B
,49056,"says LSN-750-SX-2B, but really LSN-750-SX-SS"
,49057,LSN-750-SX-2B
,49058,LSN-750-SX-2B
,49059,LSN-750-SX-2B
,49060,LSN-750-SX-2B
,49061,LSN-750-SX-2B
,49062,LSN-750-SX-2B
,49063,LSN-750-SX-2B
12/7/2023,,
,49066,DN-750-SX-2B
,49069,DN-750-SX-2B
,49070,DN-750-CD-2B
,49071,DN-750-CD-2B
,49072,DN-750-CD-2B
,49073,DN-750-CD-SS
,49074,DN-750-CD-2B
,49075,DN-750-CD-2B
,49076,DN-750-CD-2B
,49077,"says DN-750-CD-2B, but really DN-750-CD-SS"
,49078,DN-750-CD-2B
12/8/2023,,
,49080,DN-750-CD-2B
,49081,DN-750-CD-2B
,49082,DN-750-CD-2B
,49084,"says DN-750-CD-2B, but really DN-750-CD-SS"
,49085,"says DN-750-CD-2B, but really DN-750-CD-SS"
,49087,DN-750-CD-SS
,49088,DN-750-CD-2B
,49089,DN-750-SX-2B
,49091,DN-750-CD-2B
,49092,"says DN-750-SX-2B, but really DN-750-SX-SW"
,49093,"says DN-750-SX-2B, but really DN-750-SX-SW"
,49094,DN-750-CD-2B
,49095,DN-750-SX-2B
12/12/2023,,
,49099,DN-750-SX-SW
,49101,"says DN-750-SX-2B, but really DN-750-SX-SW"
,49102,DN-750-SX-2B
,49103,"says DN-750-SX-2B, but really DN-750-SX-SS"
,49104,DN-750-SX-2B
,49105,"says DN-750-SX-2B, but really DN-750-SX-SW"
,49106,DN-750-SX-2B
,49107,DN-750-CD-2B
,49108,DN-750-CD-2B
,49109,DN-750-CD-2B
,49110,DN-750-CD-2B
,49111,DN-750-CD-2B
,49112,"says DN-750-CD-2B, but really DN-750-CD-SS"
,49113,"says DN-750-CD-2B, but really DN-750-CD-SS"
12/13/2023,,
,49117,DN-750-CD-2B
,49118,DN-750-CD-2B
,49119,DN-750-CD-2B
,49120,DN-600-CD-2B
,49121,"says DN-600-CD-2B, but really DN-600-CD-SW"
,49122,DN-600-CD-2B
,49123,DN-600-CD-2B
,49124,DN-600-CD-2B
,49125,DN-600-CD-2B
,49126,DN-750-CD-2B
,49127,DN-750-CD-2B
,49128,"says DN-600-CD-2B, but really DN-600-CD-SS"
,49129,DN-600-CD-2B
,49130,"says DN-600-CD-2B, but really DN-600-CD-SS"
,49131,DN-600-CD-2B
12/14/2023,,
,49134,DN-750-SX-2B
,49135,DN-750-SX-2B
,49136,DN-750-SX-2B
,49137,"says DN-750-SX-2B, but really DN-750-SX-SW"
,49138,DN-750-SX-2B
,49139,DN-750-CD-2B
,49140,"says DN-750-CD-2B, but really DN-750-CD-SW"
,49141,DN-750-SX-2B
,49142,DN-750-CD-2B
,49143,DN-750-CD-2B
,49145,DN-750-CD-2B
,49146,DN-750-CD-2B
,49147,DN-750-CD-2B
,49148,"says DN-750-CD-2B, but really DN-750-CD-SW"
,49149,DN-750-CD-2B
,49150,DN-750-CD-2B
,49151,DN-750-CD-2B
,49152,DN-750-CD-2B
,49154,DN-750-CD-2B
,49157,DN-750-CD-2B
,49159,DN-750-CD-2B
12/15/2023,,
,49162,says DN-600-CD-2B but really DN-600-CD-SW
,49163,DN-600-CD-2B
,49164,says DN-600-CD-2B but really DN-600-CD-SW
,49166,says DN-600-CD-2B but really DN-600-CD-SW
,49167,says DN-600-CD-2B but really DN-600-CD-SS
,49168,DN-600-CD-2B
,49169,DN-600-CD-2B
,49170,DN-450-CD-2B
,49171,says DN-450-CD-2B but really DN-450-CD-SW
,49172,DN-750-CD-2B
,49173,DN-750-CD-2B
,49174,DN-450-CD-2B
,49175,DN-450-CD-2B
12/18/2023,,
,49177,DN-750-SX-SW
,49178,DN-750-CD-2B
,49179,DN-750-CD-2B
,49180,DN-750-CD-2B
